timestamp,imagen,clase,confianza,x1,y1,x2,y2
2025-07-10 00:14:06,000005.jpg,persona,0.79,435,443,566,721
2025-07-10 00:14:06,000005.jpg,persona,0.74,1489,430,1599,771
2025-07-10 00:14:06,000005.jpg,persona,0.47,734,467,768,570
2025-07-10 00:14:06,000005.jpg,persona,0.36,1255,431,1295,548
2025-07-10 00:14:08,000006.jpg,persona,0.91,1360,413,1530,801
2025-07-10 00:14:08,000006.jpg,persona,0.83,583,448,674,708
2025-07-10 00:14:08,000006.jpg,persona,0.77,434,443,568,723
2025-07-10 00:14:08,000006.jpg,persona,0.69,1500,427,1594,772
2025-07-10 00:14:08,000006.jpg,persona,0.53,734,468,768,570
2025-07-10 00:14:08,000006.jpg,persona,0.42,1255,432,1295,548
2025-07-10 00:14:08,000006.jpg,persona,0.32,1013,423,1058,530
2025-07-10 00:14:08,000006.jpg,persona,0.32,694,465,740,602
2025-07-10 00:14:09,000007.jpg,persona,0.9,1374,412,1529,802
2025-07-10 00:14:09,000007.jpg,persona,0.83,583,447,675,708
2025-07-10 00:14:09,000007.jpg,persona,0.82,436,441,566,723
2025-07-10 00:14:09,000007.jpg,persona,0.72,1503,432,1608,768
2025-07-10 00:14:09,000007.jpg,persona,0.49,734,464,769,571
2025-07-10 00:14:09,000007.jpg,persona,0.4,1255,432,1292,547
2025-07-10 00:14:09,000007.jpg,persona,0.34,1012,423,1057,530
2025-07-10 00:14:09,000007.jpg,persona,0.32,653,456,719,645
2025-07-10 00:14:09,000007.jpg,persona,0.27,1830,478,1889,634
2025-07-10 00:14:09,000007.jpg,persona,0.26,1880,398,1919,637
2025-07-10 00:14:09,000007.jpg,persona,0.26,1087,444,1136,587
2025-07-10 00:14:10,000008.jpg,persona,0.85,1391,414,1529,802
2025-07-10 00:14:10,000008.jpg,persona,0.84,583,446,674,708
2025-07-10 00:14:10,000008.jpg,persona,0.81,441,445,568,724
2025-07-10 00:14:10,000008.jpg,persona,0.78,1511,427,1602,772
2025-07-10 00:14:10,000008.jpg,persona,0.5,733,461,769,570
2025-07-10 00:14:10,000008.jpg,persona,0.4,1255,435,1291,547
2025-07-10 00:14:10,000008.jpg,persona,0.32,1378,437,1419,561
2025-07-10 00:14:10,000008.jpg,persona,0.3,691,460,738,603
2025-07-10 00:14:10,000008.jpg,persona,0.29,654,456,723,636
2025-07-10 00:14:10,000008.jpg,persona,0.26,1870,384,1919,648
2025-07-10 00:14:10,000008.jpg,persona,0.26,1829,478,1891,635
2025-07-10 00:14:12,000009.jpg,persona,0.84,1405,413,1533,798
2025-07-10 00:14:12,000009.jpg,persona,0.83,583,446,674,708
2025-07-10 00:14:12,000009.jpg,persona,0.81,437,445,569,723
2025-07-10 00:14:12,000009.jpg,persona,0.72,1496,426,1605,773
2025-07-10 00:14:12,000009.jpg,persona,0.44,1380,435,1420,560
2025-07-10 00:14:12,000009.jpg,persona,0.44,733,467,768,571
2025-07-10 00:14:12,000009.jpg,persona,0.43,1253,431,1290,547
2025-07-10 00:14:12,000009.jpg,persona,0.36,1011,425,1056,531
2025-07-10 00:14:12,000009.jpg,persona,0.33,654,455,721,645
2025-07-10 00:14:12,000009.jpg,persona,0.3,1876,387,1919,644
2025-07-10 00:14:12,000009.jpg,persona,0.28,1084,448,1134,589
2025-07-10 00:14:12,000009.jpg,persona,0.27,1858,384,1919,652
2025-07-10 00:14:13,000010.jpg,persona,0.83,1413,409,1535,797
2025-07-10 00:14:13,000010.jpg,persona,0.83,584,446,675,709
2025-07-10 00:14:13,000010.jpg,persona,0.81,440,445,571,722
2025-07-10 00:14:13,000010.jpg,persona,0.68,1514,424,1619,776
2025-07-10 00:14:13,000010.jpg,persona,0.54,1380,432,1424,563
2025-07-10 00:14:13,000010.jpg,persona,0.48,1253,439,1290,548
2025-07-10 00:14:13,000010.jpg,persona,0.45,733,468,768,570
2025-07-10 00:14:13,000010.jpg,persona,0.35,655,454,724,646
2025-07-10 00:14:13,000010.jpg,persona,0.3,1082,448,1134,591
2025-07-10 00:14:13,000010.jpg,persona,0.26,690,459,732,605
2025-07-10 00:14:14,000011.jpg,persona,0.82,584,445,675,709
2025-07-10 00:14:14,000011.jpg,persona,0.81,441,445,571,722
2025-07-10 00:14:14,000011.jpg,persona,0.81,1427,410,1546,801
2025-07-10 00:14:14,000011.jpg,persona,0.78,1534,422,1627,769
2025-07-10 00:14:14,000011.jpg,persona,0.51,1253,439,1290,548
2025-07-10 00:14:14,000011.jpg,persona,0.49,1383,434,1425,563
2025-07-10 00:14:14,000011.jpg,persona,0.45,733,466,768,570
2025-07-10 00:14:14,000011.jpg,persona,0.38,1011,425,1057,531
2025-07-10 00:14:14,000011.jpg,persona,0.38,655,453,724,649
2025-07-10 00:14:14,000011.jpg,persona,0.35,1082,448,1134,591
2025-07-10 00:14:14,000011.jpg,persona,0.28,687,458,731,605
2025-07-10 00:14:14,000011.jpg,persona,0.26,1876,391,1919,641
2025-07-10 00:14:15,000012.jpg,persona,0.82,442,445,572,724
2025-07-10 00:14:15,000012.jpg,persona,0.81,584,445,676,709
2025-07-10 00:14:15,000012.jpg,persona,0.79,1537,423,1634,771
2025-07-10 00:14:15,000012.jpg,persona,0.78,1438,407,1553,796
2025-07-10 00:14:15,000012.jpg,persona,0.51,732,463,768,571
2025-07-10 00:14:15,000012.jpg,persona,0.47,1253,429,1292,546
2025-07-10 00:14:15,000012.jpg,persona,0.44,1383,436,1427,561
2025-07-10 00:14:15,000012.jpg,persona,0.35,656,454,725,648
2025-07-10 00:14:15,000012.jpg,persona,0.31,687,459,732,605
2025-07-10 00:14:15,000012.jpg,persona,0.31,1875,389,1919,643
2025-07-10 00:14:15,000012.jpg,persona,0.31,1082,447,1135,591
2025-07-10 00:14:15,000012.jpg,persona,0.25,1857,385,1919,651
2025-07-10 00:14:16,000013.jpg,persona,0.84,444,442,571,724
2025-07-10 00:14:16,000013.jpg,persona,0.82,584,444,676,709
2025-07-10 00:14:16,000013.jpg,persona,0.75,1450,412,1567,797
2025-07-10 00:14:16,000013.jpg,persona,0.72,1540,421,1651,782
2025-07-10 00:14:16,000013.jpg,persona,0.5,732,460,768,573
2025-07-10 00:14:16,000013.jpg,persona,0.49,1383,436,1426,559
2025-07-10 00:14:16,000013.jpg,persona,0.45,1253,433,1291,546
2025-07-10 00:14:16,000013.jpg,persona,0.37,658,452,726,649
2025-07-10 00:14:16,000013.jpg,persona,0.3,1083,445,1134,591
2025-07-10 00:14:16,000013.jpg,persona,0.29,1674,424,1787,638
2025-07-10 00:14:16,000013.jpg,persona,0.29,684,456,731,604
2025-07-10 00:14:17,000014.jpg,persona,0.82,582,445,674,708
2025-07-10 00:14:17,000014.jpg,persona,0.81,445,442,572,728
2025-07-10 00:14:17,000014.jpg,persona,0.66,1546,419,1682,789
2025-07-10 00:14:17,000014.jpg,persona,0.64,1453,410,1576,790
2025-07-10 00:14:17,000014.jpg,persona,0.47,731,460,768,574
2025-07-10 00:14:17,000014.jpg,persona,0.41,1253,427,1293,547
2025-07-10 00:14:17,000014.jpg,persona,0.36,659,451,727,644
2025-07-10 00:14:17,000014.jpg,persona,0.33,1386,431,1430,562
2025-07-10 00:14:17,000014.jpg,persona,0.31,677,455,732,604
2025-07-10 00:14:17,000014.jpg,persona,0.3,1084,447,1135,590
2025-07-10 00:14:19,000015.jpg,persona,0.83,582,445,675,707
2025-07-10 00:14:19,000015.jpg,persona,0.8,448,444,573,728
2025-07-10 00:14:19,000015.jpg,persona,0.72,1543,422,1704,794
2025-07-10 00:14:19,000015.jpg,persona,0.61,1448,404,1561,799
2025-07-10 00:14:19,000015.jpg,persona,0.49,730,453,768,573
2025-07-10 00:14:19,000015.jpg,persona,0.41,1254,431,1291,545
2025-07-10 00:14:19,000015.jpg,persona,0.34,659,449,728,648
2025-07-10 00:14:19,000015.jpg,persona,0.29,1881,398,1919,638
2025-07-10 00:14:19,000015.jpg,persona,0.27,682,451,734,603
2025-07-10 00:14:19,000015.jpg,persona,0.25,1084,446,1135,589
2025-07-10 00:14:20,000016.jpg,persona,0.85,582,444,674,708
2025-07-10 00:14:20,000016.jpg,persona,0.78,1565,425,1729,795
2025-07-10 00:14:20,000016.jpg,persona,0.75,446,443,564,729
2025-07-10 00:14:20,000016.jpg,persona,0.52,1463,415,1572,794
2025-07-10 00:14:20,000016.jpg,persona,0.44,1253,432,1289,546
2025-07-10 00:14:20,000016.jpg,persona,0.44,730,459,767,578
2025-07-10 00:14:20,000016.jpg,persona,0.41,1390,427,1439,558
2025-07-10 00:14:20,000016.jpg,persona,0.4,1449,409,1538,800
2025-07-10 00:14:20,000016.jpg,persona,0.36,661,448,728,646
2025-07-10 00:14:20,000016.jpg,persona,0.31,684,452,732,603
2025-07-10 00:14:20,000016.jpg,persona,0.31,1453,415,1627,801
2025-07-10 00:14:20,000016.jpg,persona,0.29,1084,442,1136,590
2025-07-10 00:14:20,000016.jpg,persona,0.27,1885,400,1919,639
2025-07-10 00:14:20,000016.jpg,persona,0.26,1832,478,1895,635
2025-07-10 00:14:21,000017.jpg,persona,0.84,584,444,674,708
2025-07-10 00:14:21,000017.jpg,persona,0.81,1577,424,1745,797
2025-07-10 00:14:21,000017.jpg,persona,0.78,449,443,564,731
2025-07-10 00:14:21,000017.jpg,persona,0.48,1453,411,1600,801
2025-07-10 00:14:21,000017.jpg,persona,0.45,729,456,766,579
2025-07-10 00:14:21,000017.jpg,persona,0.43,1252,430,1289,546
2025-07-10 00:14:21,000017.jpg,persona,0.4,1463,413,1667,807
2025-07-10 00:14:21,000017.jpg,persona,0.37,660,448,730,652
2025-07-10 00:14:21,000017.jpg,persona,0.28,1388,431,1437,557
2025-07-10 00:14:21,000017.jpg,persona,0.27,684,451,733,603
2025-07-10 00:14:21,000017.jpg,persona,0.25,1453,413,1555,801
2025-07-10 00:14:23,000018.jpg,persona,0.85,583,446,674,710
2025-07-10 00:14:23,000018.jpg,persona,0.81,1453,421,1673,813
2025-07-10 00:14:23,000018.jpg,persona,0.77,1584,430,1742,795
2025-07-10 00:14:23,000018.jpg,persona,0.75,449,444,563,731
2025-07-10 00:14:23,000018.jpg,persona,0.44,728,456,765,578
2025-07-10 00:14:23,000018.jpg,persona,0.42,1252,433,1288,546
2025-07-10 00:14:23,000018.jpg,persona,0.34,660,448,729,647
2025-07-10 00:14:23,000019.jpg,persona,0.84,583,445,675,711
2025-07-10 00:14:23,000019.jpg,persona,0.77,450,446,566,730
2025-07-10 00:14:23,000019.jpg,persona,0.7,1579,445,1753,797
2025-07-10 00:14:23,000019.jpg,persona,0.7,1457,411,1646,801
2025-07-10 00:14:23,000019.jpg,persona,0.47,726,459,766,576
2025-07-10 00:14:23,000019.jpg,persona,0.42,1252,435,1287,546
2025-07-10 00:14:23,000019.jpg,persona,0.38,661,450,728,647
2025-07-10 00:14:23,000019.jpg,persona,0.28,672,453,732,605
2025-07-10 00:14:24,000020.jpg,persona,0.83,584,445,678,711
2025-07-10 00:14:24,000020.jpg,persona,0.79,456,447,569,727
2025-07-10 00:14:24,000020.jpg,persona,0.75,1458,412,1633,799
2025-07-10 00:14:24,000020.jpg,persona,0.69,1600,448,1757,801
2025-07-10 00:14:24,000020.jpg,persona,0.46,726,455,766,575
2025-07-10 00:14:24,000020.jpg,persona,0.43,1252,434,1288,546
2025-07-10 00:14:24,000020.jpg,persona,0.35,662,448,729,653
2025-07-10 00:14:24,000020.jpg,persona,0.28,1415,452,1450,559
2025-07-10 00:14:24,000020.jpg,persona,0.28,673,451,731,607
2025-07-10 00:14:24,000020.jpg,persona,0.27,1876,395,1919,642
2025-07-10 00:14:26,000021.jpg,persona,0.83,584,444,685,711
2025-07-10 00:14:26,000021.jpg,persona,0.78,458,448,569,725
2025-07-10 00:14:26,000021.jpg,persona,0.74,1623,438,1756,801
2025-07-10 00:14:26,000021.jpg,persona,0.58,1460,413,1698,816
2025-07-10 00:14:26,000021.jpg,persona,0.5,724,456,766,577
2025-07-10 00:14:26,000021.jpg,persona,0.46,1252,434,1288,546
2025-07-10 00:14:26,000021.jpg,persona,0.35,1417,448,1451,561
2025-07-10 00:14:26,000021.jpg,persona,0.28,661,451,731,649
2025-07-10 00:14:26,000021.jpg,persona,0.27,1460,412,1630,806
2025-07-10 00:14:26,000021.jpg,persona,0.25,1833,478,1896,636
2025-07-10 00:14:26,000022.jpg,persona,0.82,584,445,687,711
2025-07-10 00:14:26,000022.jpg,persona,0.76,461,448,570,728
2025-07-10 00:14:26,000022.jpg,persona,0.73,1634,426,1760,801
2025-07-10 00:14:26,000022.jpg,persona,0.66,1462,411,1653,808
2025-07-10 00:14:26,000022.jpg,persona,0.52,1251,434,1287,546
2025-07-10 00:14:26,000022.jpg,persona,0.45,1416,428,1459,560
2025-07-10 00:14:26,000022.jpg,persona,0.44,723,462,767,576
2025-07-10 00:14:26,000022.jpg,persona,0.27,1875,394,1919,643
2025-07-10 00:14:26,000022.jpg,persona,0.26,663,453,728,623
2025-07-10 00:14:26,000022.jpg,persona,0.26,679,456,729,606
2025-07-10 00:14:26,000022.jpg,persona,0.26,1084,447,1132,590
2025-07-10 00:14:26,000022.jpg,persona,0.26,1859,389,1919,651
2025-07-10 00:14:27,000023.jpg,persona,0.81,584,445,689,711
2025-07-10 00:14:27,000023.jpg,persona,0.74,1467,409,1650,804
2025-07-10 00:14:27,000023.jpg,persona,0.73,464,449,575,727
2025-07-10 00:14:27,000023.jpg,persona,0.72,1638,429,1759,802
2025-07-10 00:14:27,000023.jpg,persona,0.52,1251,438,1285,545
2025-07-10 00:14:27,000023.jpg,persona,0.48,721,465,767,575
2025-07-10 00:14:27,000023.jpg,persona,0.48,1418,434,1465,560
2025-07-10 00:14:27,000023.jpg,persona,0.29,1858,391,1919,652
2025-07-10 00:14:27,000023.jpg,persona,0.27,1830,477,1900,637
2025-07-10 00:14:27,000023.jpg,persona,0.27,1880,398,1919,643
2025-07-10 00:14:27,000023.jpg,persona,0.26,1085,449,1132,590
2025-07-10 00:14:29,000024.jpg,persona,0.8,584,445,687,710
2025-07-10 00:14:29,000024.jpg,persona,0.73,1648,422,1758,804
2025-07-10 00:14:29,000024.jpg,persona,0.73,465,448,579,729
2025-07-10 00:14:29,000024.jpg,persona,0.53,1250,438,1285,545
2025-07-10 00:14:29,000024.jpg,persona,0.53,1476,410,1668,807
2025-07-10 00:14:29,000024.jpg,persona,0.53,722,466,768,572
2025-07-10 00:14:29,000024.jpg,persona,0.34,1455,465,1487,556
2025-07-10 00:14:29,000024.jpg,persona,0.32,1083,452,1132,591
2025-07-10 00:14:29,000024.jpg,persona,0.28,1522,410,1688,806
2025-07-10 00:14:29,000024.jpg,persona,0.26,1831,475,1899,638
2025-07-10 00:14:30,000025.jpg,persona,0.76,1657,418,1766,800
2025-07-10 00:14:30,000025.jpg,persona,0.75,584,444,685,710
2025-07-10 00:14:30,000025.jpg,persona,0.72,461,446,579,725
2025-07-10 00:14:30,000025.jpg,persona,0.68,1485,407,1676,810
2025-07-10 00:14:30,000025.jpg,persona,0.54,1250,443,1286,543
2025-07-10 00:14:30,000025.jpg,persona,0.5,718,465,767,573
2025-07-10 00:14:30,000025.jpg,persona,0.4,1455,464,1490,556
2025-07-10 00:14:30,000025.jpg,persona,0.29,660,453,725,675
2025-07-10 00:14:30,000025.jpg,persona,0.28,1832,475,1898,640
2025-07-10 00:14:30,000025.jpg,persona,0.27,1084,448,1131,592
2025-07-10 00:14:31,000026.jpg,persona,0.77,1497,405,1703,817
2025-07-10 00:14:31,000026.jpg,persona,0.76,464,446,585,727
2025-07-10 00:14:31,000026.jpg,persona,0.73,586,445,686,710
2025-07-10 00:14:31,000026.jpg,persona,0.69,1667,413,1776,798
2025-07-10 00:14:31,000026.jpg,persona,0.55,1250,442,1286,543
2025-07-10 00:14:31,000026.jpg,persona,0.5,717,465,769,574
2025-07-10 00:14:31,000026.jpg,persona,0.47,1459,458,1496,558
2025-07-10 00:14:31,000026.jpg,persona,0.33,1083,450,1133,592
2025-07-10 00:14:31,000026.jpg,persona,0.31,1831,475,1897,639
2025-07-10 00:14:31,000026.jpg,persona,0.28,661,453,726,670
2025-07-10 00:14:31,000027.jpg,persona,0.77,1514,406,1701,821
2025-07-10 00:14:31,000027.jpg,persona,0.76,464,446,583,725
2025-07-10 00:14:31,000027.jpg,persona,0.76,587,446,686,711
2025-07-10 00:14:31,000027.jpg,persona,0.69,1675,410,1784,799
2025-07-10 00:14:31,000027.jpg,persona,0.53,1250,442,1286,543
2025-07-10 00:14:31,000027.jpg,persona,0.45,719,465,769,570
2025-07-10 00:14:31,000027.jpg,persona,0.44,1463,455,1498,557
2025-07-10 00:14:31,000027.jpg,persona,0.37,494,452,586,715
2025-07-10 00:14:31,000027.jpg,persona,0.32,1832,474,1894,641
2025-07-10 00:14:31,000027.jpg,persona,0.29,663,453,727,658
2025-07-10 00:14:31,000027.jpg,persona,0.26,1084,451,1133,592
2025-07-10 00:14:31,000027.jpg,persona,0.25,1426,442,1478,557
2025-07-10 00:14:32,000028.jpg,persona,0.76,1534,411,1705,820
2025-07-10 00:14:32,000028.jpg,persona,0.76,588,443,689,714
2025-07-10 00:14:32,000028.jpg,persona,0.75,1678,412,1799,803
2025-07-10 00:14:32,000028.jpg,persona,0.74,466,445,584,728
2025-07-10 00:14:32,000028.jpg,persona,0.54,1250,441,1284,547
2025-07-10 00:14:32,000028.jpg,persona,0.47,719,462,769,571
2025-07-10 00:14:32,000028.jpg,persona,0.43,497,452,587,716
2025-07-10 00:14:32,000028.jpg,persona,0.4,1423,440,1478,559
2025-07-10 00:14:32,000028.jpg,persona,0.32,1551,441,1586,557
2025-07-10 00:14:32,000028.jpg,persona,0.31,1469,456,1501,557
2025-07-10 00:14:32,000028.jpg,persona,0.29,1086,446,1136,589
2025-07-10 00:14:32,000028.jpg,persona,0.28,667,454,729,663
2025-07-10 00:14:32,000028.jpg,persona,0.25,1851,484,1905,654
2025-07-10 00:14:32,000028.jpg,persona,0.25,1858,393,1919,655
2025-07-10 00:14:34,000029.jpg,persona,0.81,1557,395,1713,822
2025-07-10 00:14:34,000029.jpg,persona,0.75,1675,430,1815,798
2025-07-10 00:14:34,000029.jpg,persona,0.75,588,444,688,712
2025-07-10 00:14:34,000029.jpg,persona,0.73,468,444,586,727
2025-07-10 00:14:34,000029.jpg,persona,0.58,1429,436,1484,559
2025-07-10 00:14:34,000029.jpg,persona,0.53,1250,441,1284,548
2025-07-10 00:14:34,000029.jpg,persona,0.49,721,463,767,574
2025-07-10 00:14:34,000029.jpg,persona,0.43,500,453,588,716
2025-07-10 00:14:34,000029.jpg,persona,0.33,1442,440,1491,558
2025-07-10 00:14:34,000029.jpg,persona,0.33,1554,455,1589,565
2025-07-10 00:14:34,000029.jpg,persona,0.3,1086,446,1135,591
2025-07-10 00:14:34,000029.jpg,persona,0.26,1460,440,1496,559
2025-07-10 00:14:35,000030.jpg,persona,0.78,1580,393,1732,823
2025-07-10 00:14:35,000030.jpg,persona,0.74,589,442,690,713
2025-07-10 00:14:35,000030.jpg,persona,0.73,471,443,586,726
2025-07-10 00:14:35,000030.jpg,persona,0.7,1431,433,1483,559
2025-07-10 00:14:35,000030.jpg,persona,0.66,1676,424,1841,801
2025-07-10 00:14:35,000030.jpg,persona,0.52,1250,441,1284,546
2025-07-10 00:14:35,000030.jpg,persona,0.46,720,462,766,573
2025-07-10 00:14:35,000030.jpg,persona,0.4,500,453,589,715
2025-07-10 00:14:35,000030.jpg,persona,0.3,1477,449,1507,538
2025-07-10 00:14:35,000030.jpg,persona,0.29,1855,389,1919,657
2025-07-10 00:14:35,000030.jpg,persona,0.27,1556,459,1590,560
2025-07-10 00:14:35,000030.jpg,persona,0.26,1084,445,1137,591
2025-07-10 00:14:37,000031.jpg,persona,0.78,1599,396,1753,822
2025-07-10 00:14:37,000031.jpg,persona,0.74,1678,411,1892,810
2025-07-10 00:14:37,000031.jpg,persona,0.72,590,443,693,712
2025-07-10 00:14:37,000031.jpg,persona,0.7,471,443,586,730
2025-07-10 00:14:37,000031.jpg,persona,0.59,1441,434,1485,559
2025-07-10 00:14:37,000031.jpg,persona,0.51,720,457,764,575
2025-07-10 00:14:37,000031.jpg,persona,0.51,1250,442,1284,547
2025-07-10 00:14:37,000031.jpg,persona,0.43,1481,446,1512,537
2025-07-10 00:14:37,000031.jpg,persona,0.35,501,454,588,721
2025-07-10 00:14:37,000031.jpg,persona,0.33,1857,386,1919,654
2025-07-10 00:14:38,000032.jpg,persona,0.85,1606,398,1773,834
2025-07-10 00:14:38,000032.jpg,persona,0.78,1716,415,1908,808
2025-07-10 00:14:38,000032.jpg,persona,0.74,591,443,693,711
2025-07-10 00:14:38,000032.jpg,persona,0.66,480,444,586,740
2025-07-10 00:14:38,000032.jpg,persona,0.59,1447,433,1487,559
2025-07-10 00:14:38,000032.jpg,persona,0.49,720,460,762,578
2025-07-10 00:14:38,000032.jpg,persona,0.47,1250,442,1284,547
2025-07-10 00:14:38,000032.jpg,persona,0.47,1484,440,1517,534
2025-07-10 00:14:38,000032.jpg,persona,0.28,1084,444,1137,590
2025-07-10 00:14:39,000033.jpg,persona,0.86,1608,394,1787,841
2025-07-10 00:14:39,000033.jpg,persona,0.78,592,444,694,713
2025-07-10 00:14:39,000033.jpg,persona,0.71,1729,414,1918,813
2025-07-10 00:14:39,000033.jpg,persona,0.69,470,443,587,738
2025-07-10 00:14:39,000033.jpg,persona,0.54,1449,434,1488,557
2025-07-10 00:14:39,000033.jpg,persona,0.53,1250,442,1284,548
2025-07-10 00:14:39,000033.jpg,persona,0.44,1486,439,1520,544
2025-07-10 00:14:39,000033.jpg,persona,0.43,718,459,761,578
2025-07-10 00:14:39,000033.jpg,persona,0.3,1850,478,1919,656
2025-07-10 00:14:39,000033.jpg,persona,0.26,683,454,736,653
2025-07-10 00:14:39,000034.jpg,persona,0.87,1615,395,1804,846
2025-07-10 00:14:39,000034.jpg,persona,0.76,601,443,695,712
2025-07-10 00:14:39,000034.jpg,persona,0.73,477,443,586,740
2025-07-10 00:14:39,000034.jpg,persona,0.57,1453,432,1493,558
2025-07-10 00:14:39,000034.jpg,persona,0.53,1251,441,1285,548
2025-07-10 00:14:39,000034.jpg,persona,0.47,1736,431,1918,818
2025-07-10 00:14:39,000034.jpg,persona,0.39,684,454,735,655
2025-07-10 00:14:39,000034.jpg,persona,0.37,1488,441,1523,534
2025-07-10 00:14:39,000034.jpg,persona,0.36,717,459,759,581
2025-07-10 00:14:41,000035.jpg,persona,0.84,1618,395,1817,842
2025-07-10 00:14:41,000035.jpg,persona,0.78,1759,437,1917,828
2025-07-10 00:14:41,000035.jpg,persona,0.75,603,442,698,711
2025-07-10 00:14:41,000035.jpg,persona,0.7,472,443,586,741
2025-07-10 00:14:41,000035.jpg,persona,0.55,1455,434,1494,556
2025-07-10 00:14:41,000035.jpg,persona,0.52,1251,440,1285,547
2025-07-10 00:14:41,000035.jpg,persona,0.36,685,453,735,657
2025-07-10 00:14:41,000035.jpg,persona,0.27,1492,443,1524,536
2025-07-10 00:14:41,000035.jpg,persona,0.27,500,450,589,724
2025-07-10 00:14:41,000035.jpg,persona,0.27,716,460,758,579
2025-07-10 00:14:41,000036.jpg,persona,0.83,1623,395,1852,861
2025-07-10 00:14:41,000036.jpg,persona,0.77,604,444,697,712
2025-07-10 00:14:41,000036.jpg,persona,0.77,1772,416,1916,824
2025-07-10 00:14:41,000036.jpg,persona,0.65,474,443,586,741
2025-07-10 00:14:41,000036.jpg,persona,0.56,1458,434,1497,560
2025-07-10 00:14:41,000036.jpg,persona,0.52,1251,440,1285,548
2025-07-10 00:14:41,000036.jpg,persona,0.4,685,455,737,655
2025-07-10 00:14:41,000036.jpg,persona,0.3,502,450,590,726
2025-07-10 00:14:41,000036.jpg,persona,0.28,717,460,759,578
2025-07-10 00:14:43,000037.jpg,persona,0.85,1629,398,1886,868
2025-07-10 00:14:43,000037.jpg,persona,0.78,609,445,697,712
2025-07-10 00:14:43,000037.jpg,persona,0.66,469,445,588,739
2025-07-10 00:14:43,000037.jpg,persona,0.65,1461,434,1501,559
2025-07-10 00:14:43,000037.jpg,persona,0.52,1251,438,1286,547
2025-07-10 00:14:43,000037.jpg,persona,0.44,1784,455,1916,817
2025-07-10 00:14:43,000037.jpg,persona,0.32,684,461,740,651
2025-07-10 00:14:43,000038.jpg,persona,0.85,1628,398,1907,873
2025-07-10 00:14:43,000038.jpg,persona,0.81,611,446,697,713
2025-07-10 00:14:43,000038.jpg,persona,0.7,1463,432,1503,555
2025-07-10 00:14:43,000038.jpg,persona,0.64,466,445,588,735
2025-07-10 00:14:43,000038.jpg,persona,0.52,1252,434,1287,547
2025-07-10 00:14:43,000038.jpg,persona,0.41,1803,432,1919,817
2025-07-10 00:14:43,000038.jpg,persona,0.37,685,465,742,654
2025-07-10 00:14:43,000038.jpg,persona,0.3,1838,427,1919,817
2025-07-10 00:14:43,000038.jpg,persona,0.29,505,451,591,726
2025-07-10 00:14:45,000039.jpg,persona,0.85,1629,403,1900,874
2025-07-10 00:14:45,000039.jpg,persona,0.81,612,446,699,713
2025-07-10 00:14:45,000039.jpg,persona,0.72,1462,432,1505,556
2025-07-10 00:14:45,000039.jpg,persona,0.68,1812,443,1919,814
2025-07-10 00:14:45,000039.jpg,persona,0.67,467,446,590,738
2025-07-10 00:14:45,000039.jpg,persona,0.53,1253,429,1294,546
2025-07-10 00:14:45,000039.jpg,persona,0.36,686,458,743,656
2025-07-10 00:14:46,000040.jpg,persona,0.86,1629,401,1903,872
2025-07-10 00:14:46,000040.jpg,persona,0.78,612,446,701,714
2025-07-10 00:14:46,000040.jpg,persona,0.7,1820,438,1919,820
